mlsfc,mcate_nm,Sex,Age,Month,time,day,fav_plc,click
식당,생선회,F,19,4,3,일,피자헛,1
식당,국수전문,M,57,5,2,일,유명사찰,1
식당,국수전문,M,16,5,7,목,카페띠아모,0
식당,갈비/불고기,F,21,10,24,수,망고식스,0
식당,해물요리,M,41,9,22,화,배스킨라빈스31,1
식당,생선회,M,58,3,20,목,배스킨라빈스31,0
식당,치킨,M,51,8,3,일,컨벤션센터,0
식당,일반한식,M,47,9,21,일,아쿠아리움/대형수족관,0
식당,일반한식,F,36,4,12,월,맘스터치,0
식당,치킨,F,56,3,15,월,카페(도심),0
식당,일반한식,M,59,11,10,월,배스킨라빈스31,1
식당,일반한식,F,36,6,23,수,원할머니보쌈,1
식당,일반한식,M,58,5,10,목,식물원,1
식당,일반한식,F,33,12,21,금,냉면,1
식당,일반한식,F,50,7,2,목,대형시민/도심공원,0
식당,일반한식,M,19,2,5,금,놀부보쌈,1
식당,일반한식,F,40,12,12,목,식물원,0
식당,일반한식,M,51,5,17,목,아웃백스테이크하우스,1
식당,일반한식,M,24,2,7,월,파스쿠찌,1
식당,한정식,F,57,5,8,토,카페띠아모,0
식당,국수전문,F,51,12,14,화,구민/시민회관,1
식당,일반한식,F,29,4,16,월,페리카나,0
식당,일반한식,M,33,1,1,월,갈비/불고기,1
식당,일반한식,F,50,5,3,수,온천지역,0
식당,국수전문,F,20,8,6,금,스무디킹,0
식당,국수전문,M,56,3,13,일,뚜레쥬르,0
식당,일반한식,F,41,6,7,월,대형호수/저수지,0
식당,생선회,F,52,11,5,화,교촌치킨,0
식당,해물요리,F,48,9,1,수,일반한식,1
식당,피자,M,42,1,9,토,먹거리/패션거리,0
식당,일반한식,M,16,6,10,금,생고기/등심,0
식당,일반한식,F,17,1,6,화,프랑스음식,1
식당,닭/오리구이,M,42,4,4,금,프랑스음식,0
식당,일반한식,F,35,7,9,월,더후라이팬,1
식당,피자,F,35,8,23,목,설빙,1
식당,분식,M,46,4,7,수,토속/특산물/기념품매장,0
식당,일반한식,M,19,6,23,토,고택/생가/민속마을,0
식당,일반한식,F,27,6,21,토,철판요리,0
식당,일반한식,M,47,2,5,금,엔제리너스,0
식당,일반한식,M,32,7,3,화,파리바게뜨,1
식당,일반한식,M,56,7,20,수,곱창/양구이,0
식당,국수전문,M,17,2,7,화,피자,0
식당,일반한식,M,59,2,16,화,기타전시/박물관,1
식당,일반한식,F,40,5,5,화,기타아이스크림,1
식당,치킨,F,34,12,19,금,삼겹살,1
식당,일반한식,M,29,3,12,토,대형미술관,1
식당,일반한식,F,53,6,3,토,유명사찰,0
식당,일반한식,F,58,12,14,일,폭포/계곡,1
식당,일반한식,F,27,7,22,목,크리스피크림도넛,0
식당,국수전문,F,39,7,9,목,커피빈,0
식당,일반한식,M,30,11,13,토,생고기/등심,1
식당,일반한식,M,14,1,5,화,교촌치킨,1
식당,족발/보쌈,M,49,3,2,일,냉면,0
식당,치킨,M,41,11,13,목,놀부부대찌개,1
식당,생고기/등심,M,22,6,8,화,온천지역,0
식당,일반한식,M,23,12,10,일,유명사찰,1
식당,일반한식,M,19,7,17,토,드롭탑,1
식당,일반한식,F,39,11,14,금,보양식,0
식당,일반한식,F,31,4,5,월,암자,1
식당,일반한식,F,18,1,13,월,요거프레소,1
식당,일반한식,M,21,9,12,토,피쉬앤그릴,1
식당,일반한식,M,56,12,22,월,파리바게뜨,1
식당,일반한식,M,26,7,10,일,닭/오리구이,1
식당,경양식,F,18,11,7,월,주커피,1
식당,보양식,F,45,7,6,화,놀부부대찌개,0
식당,일반한식,M,45,7,19,월,페리카나,0
식당,일반한식,M,57,5,19,일,주커피,0
식당,일반한식,F,38,4,6,월,지역축제,0
식당,생선회,M,53,8,10,토,족발/보쌈,1
식당,일반한식,F,34,1,10,토,엔제리너스,0
식당,일반한식,F,20,11,6,화,닭/오리구이,1
식당,일반한식,M,31,6,11,토,카페(도심),1
식당,치킨,M,45,5,19,토,뚜레쥬르,1
식당,일반한식,M,23,9,12,금,망고식스,1
식당,이탈리아음식,F,54,6,20,일,소형갤러리,1
식당,일반부페,F,31,4,22,수,보양식,1
식당,닭/오리구이,F,32,6,13,월,차전문점,1
식당,경양식,F,46,5,21,금,기타아이스크림,1
식당,해물요리,M,26,1,1,목,탐앤탐스,0
식당,냉면,M,52,1,9,화,주커피,1
식당,일반한식,F,41,5,14,화,피자헛,1
식당,생고기/등심,M,15,7,3,일,지역호수/저수지,1
식당,해물요리,F,28,9,8,화,버거킹,1
식당,분식,M,40,2,12,월,돈까스전문,0
식당,일반한식,F,35,9,2,토,카페띠아모,0
식당,생선회,M,14,8,3,일,햄버거/도너츠/샌드위치,0
식당,일반한식,M,20,5,14,목,피자,1
식당,생선회,M,40,7,11,수,설빙,1
식당,일반한식,M,38,7,9,토,더후라이팬,0
식당,일반한식,M,19,11,1,월,공차,0
식당,해물요리,M,29,8,13,일,카페베네,0
식당,일반한식,M,35,11,19,화,동물원,0
식당,삼겹살,M,34,5,8,화,전문부페,0
식당,KFC,F,16,1,2,화,KFC,0
식당,국수전문,F,34,5,9,금,피자,0
식당,일반한식,M,50,7,20,목,한솥도시락,1
식당,파스타전문,M,39,11,21,금,로티보이,0
식당,일반한식,M,45,7,10,금,놀부부대찌개,1
식당,일반한식,F,50,5,23,월,국수전문,0
식당,일반한식,M,43,5,11,금,커피빈,0
식당,이탈리아음식,F,32,4,20,토,햄버거/도너츠/샌드위치,0
식당,분식,F,42,11,5,월,경양식,1
식당,해물요리,M,45,7,3,토,맘스터치,0
식당,초밥/롤전문,F,39,9,4,수,휴양림/수목원,0
식당,인도음식,F,32,7,24,목,성/성터,0
식당,해물요리,M,32,10,9,화,스무디킹,1
식당,일반한식,F,15,4,3,수,성/성터,0
식당,초밥/롤전문,M,27,4,8,금,놀부보쌈,1
식당,분식,M,25,8,6,수,대형기념관/묘역,1
식당,생고기/등심,M,57,9,13,목,족발/보쌈,0
식당,해물요리,F,34,3,13,토,나뚜루,0
식당,이탈리아음식,F,24,3,19,토,버거킹,1
식당,삼겹살,F,49,9,23,금,원할머니보쌈,0
식당,일반한식,M,51,6,23,금,드롭탑,0
식당,일반한식,F,37,9,13,일,주커피,1
식당,일반한식,M,50,2,15,금,맘스터치,0
식당,일반한식,F,32,11,11,토,파리바게뜨,0
식당,국수전문,F,48,7,6,일,비/탑/문/각,1
식당,일반한식,F,34,9,8,수,유명사적/유적지,0
식당,일반한식,F,41,8,20,금,고택/생가/민속마을,1
식당,국수전문,M,31,1,1,목,동물원,1
식당,치킨,F,46,9,20,월,관광농원/허브마을,0
식당,이탈리아음식,M,28,8,4,목,교촌치킨,1
식당,초밥/롤전문,F,49,11,14,월,냉면,0
식당,일반부페,F,17,2,10,금,다방,0
식당,일반한식,F,38,5,10,금,생고기/등심,0
식당,일반한식,F,57,7,14,수,한스델리,1
식당,국수전문,M,20,7,22,월,찌개/탕전문,0
식당,해물요리,F,25,11,16,일,고택/생가/민속마을,1
식당,냉면,M,50,8,3,토,몸보신,1
식당,샤브샤브,M,23,5,15,일,찌개/탕전문,0
식당,갈비/불고기,M,52,7,24,일,야식(24시간오픈),1
식당,일반한식,F,55,1,19,목,서원/향교/서당,0
식당,국수전문,F,54,4,15,토,던킨도너츠,0
식당,국수전문,M,18,5,13,금,놀부부대찌개,0
식당,일반한식,F,57,7,22,수,햄버거/도너츠/샌드위치,0
식당,갈비/불고기,M,20,2,13,금,경양식,0
식당,생선회,M,45,6,16,수,차전문점,1
식당,삼겹살,M,57,3,2,금,카페쎄리오,1
식당,일반한식,M,54,1,12,목,아웃백스테이크하우스,0
식당,갈비/불고기,M,58,10,24,수,스타벅스,1
식당,일반한식,M,27,6,24,목,스테이크전문,0
식당,분식,M,16,8,9,일,일반한식,0
식당,생선회,F,15,4,22,목,유명사적/유적지,0
식당,일반한식,F,23,12,23,토,맥도날드,1
식당,일반한식,M,30,7,14,목,경양식,0
식당,생선회,M,33,11,21,일,동물원,0
식당,피자,M,49,12,8,월,야식(24시간오픈),0
식당,일반한식,F,39,1,12,월,유명사찰,0
식당,일반한식,F,37,10,8,화,기타아이스크림,0
식당,생선회,M,50,8,20,목,대형전시/박물관,0
식당,삼겹살,M,17,8,24,목,대형시민/도심공원,1
식당,일반한식,F,29,2,23,일,닭익는마을,1
식당,국수전문,M,46,12,20,토,한스델리,1
식당,해물요리,M,22,8,2,화,폭포/계곡,0
식당,도시락,M,31,4,18,목,맥도날드,1
식당,일반한식,F,19,2,10,일,원할머니보쌈,1
식당,일반한식,M,22,2,14,월,맥도날드,0
식당,일반한식,F,44,9,22,일,망고식스,0
식당,일반한식,F,16,2,4,목,퓨전,0
식당,일반한식,F,45,4,20,화,컨벤션센터,0
식당,경양식,M,18,10,23,금,나뚜루,0
식당,생선회,F,33,12,20,화,휴양림/수목원,0
식당,일반한식,F,16,10,8,수,대형호수/저수지,1
식당,분식,F,28,8,23,수,빕스,0
식당,일반한식,M,51,8,5,금,더후라이팬,0
식당,분식,M,23,12,18,월,인도음식,1
식당,일반한식,F,38,10,10,일,찌개/탕전문,0
식당,일반한식,M,39,12,9,토,엔제리너스,1
식당,갈비/불고기,F,26,3,1,화,소형갤러리,1
식당,일반한식,F,24,7,16,화,성/성터,1
식당,삼겹살,F,41,5,16,금,차전문점,1
식당,일반한식,M,30,5,4,일,맥시칸,1
식당,족발/보쌈,M,45,1,15,목,도시락,0
식당,치킨,F,26,8,7,화,유명사적/유적지,1
식당,일반한식,F,15,2,6,일,지역호수/저수지,0
식당,분식,F,43,9,20,화,던킨도너츠,0
식당,일반부페,F,59,2,7,월,아웃백스테이크하우스,1
식당,일반한식,M,38,5,13,금,족발/보쌈,1
식당,분식,F,16,10,16,수,돈까스전문,1
식당,일반한식,F,38,5,22,월,휴양림/수목원,1
식당,치킨,F,23,6,12,일,기타아이스크림,1
식당,일반한식,F,48,7,9,금,샤브샤브,0
식당,일반한식,M,35,3,13,목,뚜레쥬르,1
식당,햄버거/도너츠/샌드위치,M,39,4,16,화,기타전시/박물관,1
식당,보양식,M,51,10,3,금,탐앤탐스,0
식당,삼겹살,M,48,1,22,화,카페쎄리오,0
식당,일반한식,F,16,12,15,월,원할머니보쌈,1
식당,치킨,F,24,11,6,일,다방,1
식당,치킨,F,16,12,4,금,원할머니보쌈,0
식당,일반한식,M,52,11,2,화,설빙,1
식당,일반한식,M,57,8,24,토,곱창/양구이,0
식당,닭/오리구이,F,54,7,14,수,카페(관광지),1
식당,경양식,F,59,9,4,월,치킨,1
식당,일반한식,M,38,5,22,일,비/탑/문/각,1
식당,분식,M,39,1,8,금,아쿠아리움/대형수족관,0
식당,치킨,M,29,11,6,목,지역근린공원,1
식당,생고기/등심,F,26,6,20,화,놀부부대찌개,0
식당,삼겹살,F,44,5,7,월,국수전문,0
식당,일반한식,M,25,4,7,금,경양식,1
식당,일반한식,F,58,4,11,월,파파이스,0
식당,일반한식,M,24,3,24,목,토속/특산물/기념품매장,1
식당,일반한식,M,33,6,2,토,컨벤션센터,1
식당,일반한식,M,32,11,22,일,도시락,0
식당,해물요리,F,43,2,17,수,차전문점,1
식당,해물요리,F,29,3,5,일,지역호수/저수지,0
식당,생선회,M,29,10,11,금,시립/군립공원,1
식당,일반한식,M,41,3,2,금,드롭탑,0
식당,피자,F,27,6,2,화,더후라이팬,1
식당,일반한식,M,59,6,14,목,T.G.I.프라이데이스,0
식당,삼겹살,M,21,12,3,일,피쉬앤그릴,0
식당,일반한식,F,43,11,15,목,기타아이스크림,1
식당,치킨,F,25,5,22,화,유명사적/유적지,0
식당,경양식,F,34,12,3,화,지역축제,0
식당,치킨,F,45,3,11,금,스테이크전문,0
식당,치킨,M,57,1,12,금,대형시민/도심공원,1
식당,일반한식,F,16,3,10,목,피자,0
식당,일반한식,M,41,5,18,금,지역호수/저수지,1
식당,일반한식,M,19,2,1,수,지역호수/저수지,0
식당,치킨,F,52,3,21,금,커피빈,1
식당,일반한식,F,29,12,4,화,경양식,0
식당,일반한식,F,56,9,12,월,돈까스전문,0
식당,햄버거/도너츠/샌드위치,F,18,8,11,월,버거킹,1
식당,일반한식,F,20,4,3,토,인도음식,0
식당,햄버거/도너츠/샌드위치,M,36,9,6,월,이탈리아음식,1
식당,일반한식,F,28,8,21,월,탐앤탐스,0
식당,일반한식,F,41,3,22,화,일반유원지/일반놀이공원,0
식당,치킨,M,22,3,9,토,이탈리아음식,0
식당,삼겹살,M,40,11,13,화,탐앤탐스,0
식당,일반한식,F,38,11,9,월,퓨전,1
식당,일반한식,M,50,7,24,목,초밥/롤전문,0
식당,삼겹살,F,49,9,5,일,할리스커피,1
식당,일반한식,M,58,1,24,화,족발/보쌈,1
식당,일반한식,M,32,8,5,월,우동,1
식당,일반한식,M,31,4,20,목,파스쿠찌,1
식당,국수전문,M,16,1,12,화,시립/군립공원,0
식당,치킨,M,59,10,19,화,뚜레쥬르,0
식당,햄버거/도너츠/샌드위치,M,45,3,11,월,버거킹,0
식당,생선회,F,55,12,11,수,우동,0
식당,일반한식,F,45,1,13,화,버거킹,1
식당,일반한식,M,18,7,8,목,탐앤탐스,0
식당,일반한식,F,47,3,7,토,설빙,1
식당,생선회,F,33,11,10,목,이디야,0
식당,일반한식,M,50,8,21,목,관광농원/허브마을,0
식당,우동,M,26,4,11,일,유명사적/유적지,0
식당,일반한식,F,36,2,8,토,족발/보쌈,0
식당,일반한식,F,16,4,19,목,이탈리아음식,0
식당,일반한식,F,18,12,18,금,T.G.I.프라이데이스,0
식당,일반한식,F,20,12,9,금,던킨도너츠,0
식당,분식,F,19,4,4,월,아쿠아리움/대형수족관,1
식당,일반한식,F,23,4,5,일,일반유원지/일반놀이공원,0
식당,일반한식,M,19,2,5,일,한솥도시락,1
식당,일반한식,M,34,3,18,일,대형기념관/묘역,0
식당,일반한식,M,42,2,1,일,비/탑/문/각,1
식당,일반한식,M,17,9,10,토,일반관광지,1
식당,삼겹살,F,22,3,6,화,닭익는마을,1
식당,야식(24시간오픈),F,33,10,11,화,일반한식,0
식당,일반한식,F,24,3,18,수,보양식,0
식당,일반한식,M,15,2,22,토,한정식,1
식당,분식,F,56,6,14,금,나뚜루,0
식당,일반한식,F,35,6,11,화,벌집삼겹살,1
식당,삼겹살,F,24,2,11,금,배스킨라빈스31,1
식당,분식,F,56,2,6,토,빕스,0
식당,분식,F,39,9,1,토,유명사찰,0
식당,생고기/등심,M,47,1,1,토,피자헛,1
식당,한정식,M,26,6,23,화,스무디킹,1
식당,생선회,F,15,1,16,일,일반부페,1
식당,일반한식,F,32,8,1,월,분식,1
식당,치킨,M,23,11,21,월,유명사적/유적지,0
식당,삼겹살,F,40,8,8,수,야식(24시간오픈),1
식당,치킨,F,34,2,19,토,토속/특산물/기념품매장,1
식당,샤브샤브,M,42,2,19,수,놀부보쌈,1
식당,해물요리,F,43,4,6,월,암자,1
식당,일반한식,F,31,11,21,목,놀부보쌈,0
식당,치킨,F,48,6,10,화,빕스,1
식당,갈비/불고기,M,29,3,2,토,일반부페,0
식당,일반한식,F,22,11,8,토,벌집삼겹살,1
식당,분식,M,17,2,5,화,다방,1
식당,치킨,F,23,12,20,월,도미노피자,0
식당,일반한식,M,42,1,19,목,차전문점,0
식당,일반한식,F,57,2,6,금,KFC,0
식당,몸보신,M,57,2,19,수,동남아음식,1
식당,일반한식,M,29,9,9,토,카페베네,1
식당,치킨,F,58,1,15,일,성/성터,0
식당,몸보신,M,46,1,20,목,전문부페,1
식당,일반한식,M,15,8,14,금,우동,0
식당,족발/보쌈,M,51,4,23,일,대형전시/박물관,0
식당,일반한식,M,20,7,5,수,컨벤션센터,1
식당,일반한식,F,35,6,4,월,일반부페,1
식당,일반한식,F,53,3,23,수,스타벅스,0
식당,일반한식,F,28,10,12,화,야식(24시간오픈),1
식당,일반한식,M,14,6,24,수,다방,0
식당,일반한식,M,57,6,3,일,해물요리,0
식당,닭/오리구이,F,29,7,4,금,공연/연극/문화센터,1
식당,일반한식,M,46,5,6,일,놀부보쌈,1
식당,생선회,F,36,10,1,토,아쿠아리움/대형수족관,0
식당,일반한식,F,58,11,18,월,버거킹,1
식당,일반한식,M,16,5,11,일,컨벤션센터,0
식당,일반한식,F,49,2,17,화,공차,1
식당,일반한식,M,36,11,8,토,찌개/탕전문,1
식당,보양식,F,55,4,24,수,경양식,0
식당,찌개/탕전문,M,30,7,9,목,국수전문,0
식당,일반한식,M,31,8,6,화,우동,1
식당,일반한식,M,42,11,15,화,지역근린공원,1
식당,일반한식,M,56,3,6,금,온천지역,1
식당,일반한식,F,58,9,21,토,찌개/탕전문,0
식당,삼겹살,M,26,6,19,화,크리스피크림도넛,0
식당,분식,F,35,2,3,금,뚜레쥬르,0
식당,일반한식,F,32,2,14,목,보양식,0
식당,일반한식,M,22,11,12,수,샤브샤브,0
식당,치킨,M,40,7,11,화,엔제리너스,1
식당,일반한식,F,53,9,6,월,파파존스피자,1
식당,치킨,F,26,10,1,일,대형기념관/묘역,0
식당,냉면,F,52,5,4,목,주커피,0
식당,분식,F,22,1,22,수,생선회,1
식당,일반한식,F,45,11,17,화,빕스,1
식당,일반한식,M,27,3,6,목,냉면,0
식당,일반한식,M,32,6,22,화,기타아이스크림,0
식당,일반한식,F,40,9,9,수,대형미술관,1
식당,삼겹살,M,20,11,17,토,분식,1
식당,몸보신,M,45,6,6,목,고택/생가/민속마을,0
식당,일반한식,F,28,4,13,금,다방,1
식당,일반한식,F,38,5,14,화,굽네치킨,1
식당,일반한식,M,34,8,10,금,샤브샤브,1
식당,갈비/불고기,F,53,3,20,금,맘스터치,0
식당,전문부페,M,15,5,8,금,본죽,0
식당,일반한식,F,20,4,22,목,T.G.I.프라이데이스,1
식당,분식,M,40,7,9,일,기타아이스크림,0
식당,일반한식,F,50,10,11,금,원할머니보쌈,1
식당,삼겹살,F,14,10,15,목,유명사적/유적지,1
식당,햄버거/도너츠/샌드위치,M,57,4,15,금,퓨전,0
식당,일반한식,M,22,9,15,일,경양식,0
식당,일반한식,F,50,1,15,토,성/성터,0
식당,일반한식,F,55,8,20,토,돈까스전문,0
식당,일반한식,F,41,10,8,토,지역축제,1
식당,일반한식,M,34,2,22,월,맥도날드,0
식당,해물요리,F,40,12,2,화,서원/향교/서당,1
식당,일반한식,M,24,3,15,금,커피빈,1
식당,일반한식,M,29,5,3,목,스무디킹,0
식당,몸보신,F,16,9,15,화,스타벅스,1
식당,치킨,M,58,7,23,일,일반관광지,1
식당,도시락,M,20,4,2,수,피쉬앤그릴,0
식당,몸보신,M,28,3,23,화,BBQ치킨,1
식당,일반한식,F,50,1,18,수,일반유원지/일반놀이공원,1
식당,일반한식,F,42,6,21,금,빕스,1
식당,분식,M,32,5,11,금,더후라이팬,1
식당,일반한식,M,22,12,7,토,피쉬앤그릴,0
식당,경양식,F,20,9,10,금,투썸플레이스,0
식당,냉면,M,32,12,19,월,커피빈,1
식당,일반한식,F,20,3,14,일,닭익는마을,1
식당,일반한식,F,20,1,6,월,닭/오리구이,0
식당,삼겹살,M,27,5,20,수,대형시민/도심공원,1
식당,닭/오리구이,M,39,5,5,목,대형전시/박물관,1
식당,한정식,F,47,4,7,화,대형예술센터,0
식당,일반한식,F,15,11,10,수,놀부보쌈,0
식당,분식,M,58,4,5,월,파스타전문,0
식당,일반한식,M,59,8,20,월,관광농원/허브마을,1
식당,치킨,F,36,2,16,일,스타벅스,0
식당,족발/보쌈,M,54,12,15,일,파스쿠찌,1
식당,일반한식,F,26,3,14,토,해물요리,1
식당,삼겹살,M,29,11,24,월,일반부페,0
식당,일반한식,M,53,5,23,화,이디야,0
식당,경양식,M,48,7,16,월,도시락,1
식당,삼겹살,M,32,8,5,목,빕스,0
식당,일반한식,M,21,6,16,목,놀부보쌈,1
식당,분식,M,14,12,24,목,T.G.I.프라이데이스,1
식당,삼겹살,M,30,5,17,금,스타벅스,0
식당,일반한식,M,26,2,24,토,몸보신,1
식당,일반한식,F,22,2,5,금,공연/연극/문화센터,0
식당,야식(24시간오픈),M,23,12,19,금,식물원,1
식당,보양식,M,14,2,1,수,아웃백스테이크하우스,1
식당,치킨,F,49,4,12,금,군락/서식지/생태보호구역,1
식당,일반한식,F,27,1,5,일,철판요리,0
식당,피자,M,34,12,8,수,대형기념관/묘역,1
식당,찌개/탕전문,M,17,4,8,일,요거프레소,0
